id,title_text,label,oof_proba_h1
841,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Рекомендации по начальному лечению пациентов с хронической сердечной недостаточностью и фибрилляцией предсердий с высокой частотой желудочковых сокращений в острой или хронической ситуации",0,0.46639111638069153
316,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Хирургическое лечение БК
### Хирургическое лечение БК в форме терминального илеита или илеоколита",0,0.5394625663757324
287,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### БК тонкой кишки (кроме терминального илеита)",0,0.49772003293037415
204,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Лечение пациентов с ХСН с умеренно сниженной и сохраненной ФВ ЛЖ",1,0.5995509624481201
310,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### БК илеоцекальной локализации средней тяжести",1,0.520453155040741
305,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Рекомендации по контролю ритма у пациентов с фибрилляцией предсердий, симптомной ХСН, систолической дисфункцией левого желудочка при отсутствии острой декомпенсации",0,0.2615484595298767
157,"Клинические рекомендации ""Гастрит и дуоденит""
Возрастная категория: Взрослые
# Лечение
## Эндоскопическое лечение",1,0.6975879073143005
269,"Клинические рекомендации ""Желчнокаменная болезнь""
Возрастная категория: Взрослые
# Лечение
## Хирургическое лечение
### Холедохолитиаз/холангиолитиаз",1,0.5029072761535645
577,"Клинические рекомендации ""Эндометриоз""
Возрастная категория: Взрослые и дети
# Лечение
## Эндометриоз и рак",0,0.155349999666214
217,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Особенности лечения пациентов с хронической сердечной недостаточностью и желудочковыми нарушениями ритма сердца",1,0.8518877029418945
832,"Клинические рекомендации ""Амиодарон-индуцированная дисфункция щитовидной железы""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение амиодарон-индуцированного гипотиреоза",0,0.41348910331726074
564,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Рекомендации по начальному лечению пациентов с хронической сердечной недостаточностью и фибрилляцией предсердий с высокой частотой желудочковых сокращений в острой или хронической ситуации",1,0.6413179636001587
219,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Профилактика фибрилляции предсердий у пациентов с хронической сердечной недостаточностью",1,0.5237287282943726
104,"Клинические рекомендации ""Гастрит и дуоденит""
Возрастная категория: Взрослые
# Лечение
## Медикаментозное лечение
### Медикаментозная терапия при эрозивном гастрите и дуодените",1,0.6266902685165405
551,"Клинические рекомендации ""Мочекаменная болезнь""
Возрастная категория: Взрослые
# Лечение
## Лечение мочекаменной болезни в особых группах пациентов",1,0.597282350063324
361,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Терапия, рекомендованная пациентам с симптомной сердечной недостаточностью со сниженной фракцией выброса левого желудочка",1,0.6845953464508057
553,"Клинические рекомендации ""Эндометриоз""
Возрастная категория: Взрослые и дети
# Лечение
## Эндометриоз и рак",0,0.21260619163513184
228,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Особенности лечения пациентов с хронической сердечной недостаточностью и желудочковыми нарушениями ритма сердца",1,0.5253639221191406
660,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Профилактика фибрилляции предсердий у пациентов с хронической сердечной недостаточностью",1,0.6755343675613403
170,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Лечение пациентов с ХСН в особых группах",1,0.5248221158981323
748,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Легкая БК илеоцекальной локализации",1,0.5222290754318237
77,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Терапия, не рекомендованная (не доказан положительный эффект) пациентам с симптомной сердечной недостаточностью и сниженной фракцией выброса левого желудочка",1,0.902296781539917
265,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Хирургическое лечение БК
### Лечение БК с перианальными проявлениями (перианальная БК)",1,0.44238364696502686
30,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Профилактика фибрилляции предсердий у пациентов с хронической сердечной недостаточностью",1,0.8407785892486572
7,"Клинические рекомендации ""Желчнокаменная болезнь""
Возрастная категория: Взрослые
# Лечение
## Хирургическое лечение
### Острый калькулезный холецистит",1,0.3548835813999176
833,"Клинические рекомендации ""Головная боль напряжения (ГБН)""
Возрастная категория: Взрослые
# Лечение
## Особенности лечения ГБН, сочетающейся с лекарственно-индуцированной головной болью (ЛИГБ)",1,0.2684626281261444
785,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Лечение пациентов с ХСН с умеренно сниженной и сохраненной ФВ ЛЖ",1,0.49569958448410034
297,"Клинические рекомендации ""Амиодарон-индуцированная дисфункция щитовидной железы""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение амиодарон-индуцированного гипотиреоза",1,0.6538204550743103
802,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Хирургическое лечение БК
### Хирургическое лечение БК с поражением верхних отделов ЖКТ",0,0.6452229022979736
388,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### БК толстой кишки легкой и средней тяжести",1,0.595637321472168
175,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Профилактика фибрилляции предсердий у пациентов с хронической сердечной недостаточностью",1,0.7489905953407288
318,"Клинические рекомендации ""Мочекаменная болезнь""
Возрастная категория: Взрослые
# Лечение
## Лечение мочекаменной болезни в особых группах пациентов",0,0.4934583902359009
590,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Терапия, применение которой может быть опасно, и не рекомендовано для пациентов с хронической сердечной недостаточностью II-IV функционального класса и сниженной фракцией выброса левого желудочка",1,0.755399763584137
150,"Клинические рекомендации ""Гастрит и дуоденит""
Возрастная категория: Взрослые
# Лечение
## Медикаментозное лечение
### Эрадикационная терапия инфекции H. рylori",1,0.5078551173210144
426,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Лечение пациентов с ХСН в особых группах",1,0.6699451208114624
604,"Клинические рекомендации ""Головная боль напряжения (ГБН)""
Возрастная категория: Взрослые
# Лечение
## Особенности лечения ГБН, сочетающейся с лекарственно-индуцированной головной болью (ЛИГБ)",1,0.539277970790863
306,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Рекомендации по начальному лечению пациентов с хронической сердечной недостаточностью и фибрилляцией предсердий с высокой частотой желудочковых сокращений в острой или хронической ситуации",0,0.48998767137527466
565,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Терапия, не рекомендованная (не доказан положительный эффект) пациентам с симптомной сердечной недостаточностью и сниженной фракцией выброса левого желудочка",0,0.8771425485610962
152,"Клинические рекомендации ""Гастрит и дуоденит""
Возрастная категория: Взрослые
# Лечение
## Медикаментозное лечение
### Медикаментозная терапия при эрозивном гастрите и дуодените",1,0.517974317073822
647,"Клинические рекомендации ""Болезнь Крона""
Возрастная категория: Взрослые
# Лечение
## Хирургическое лечение БК
### Хирургическое лечение БК с поражением верхних отделов ЖКТ",1,0.6664373278617859
454,"Клинические рекомендации ""Хроническая сердечная недостаточность""
Возрастная категория: Взрослые
# Лечение
## Консервативное лечение
### Особенности лечения пациентов с хронической сердечной недостаточностью и желудочковыми нарушениями ритма сердца",0,0.520156979560852
