id,p_llm,logit_llm
76,0.9770226300899744,3.75
412,0.9999151889582765,9.375
382,0.6513548646660542,0.625
842,0.7772998611746911,1.25
304,0.9796676466573412,3.875
859,0.9988304897349445,6.75
350,0.001700722411435288,-6.375
433,0.0013250224172131609,-6.625
751,0.9988304897349445,6.75
18,0.9998601779243528,8.875
763,0.9465966702001757,2.875
591,0.9992903296008995,7.25
599,0.9999038975845005,9.25
285,0.9964063974185798,5.625
847,0.9999339478551454,9.625
761,0.9525741268224334,3.0
119,0.9940889311437562,5.125
504,0.9999339478551454,9.625
277,0.9999339478551454,9.625
800,0.9947798743064417,5.25
666,0.9995694429186754,7.75
337,1.1478768127080351e-05,-11.375
176,0.9988304897349445,6.75
91,0.9902915235185259,4.625
245,0.9986749775827868,6.625
467,0.9982992775885648,6.375
823,0.9706877692486436,3.5
195,0.9999687980886061,10.375
495,0.991422514586288,4.75
571,0.9971990730328789,5.875
485,0.8933094060543487,2.125
132,0.00020342697805520653,-8.5
685,0.9999485577862579,9.875
111,0.9875683491468141,4.375
225,0.9999038975845005,9.25
63,0.9947798743064417,5.25
635,0.9875683491468141,4.375
218,0.9999546021312976,10.0
792,0.05340332979982423,-2.875
402,0.9940889311437562,5.125
309,0.9986749775827868,6.625
745,0.998498817743263,6.5
855,3.726639284186561e-06,-12.5
243,0.9986749775827868,6.625
654,0.00037998451475186455,-7.875
799,0.9241418199787566,2.5
46,0.9998766054240137,9.0
263,0.9975273768433653,6.0
99,0.9902915235185259,4.625
641,0.999620015485248,7.875
22,0.9924227587321393,4.875
403,0.998498817743263,6.5
235,0.9999599363077709,10.125
267,0.8670357598021706,1.875
57,0.9996646498695336,8.0
124,0.020332353342658753,-3.875
240,0.7981867777396212,1.375
334,0.9988304897349445,6.75
291,0.9968273171575148,5.75
676,0.0002305067219931397,-8.375
696,0.9986749775827868,6.625
123,0.04742587317756678,-3.0
652,4.222833444659923e-06,-12.375
143,0.9991959140643708,7.125
469,0.5,0.0
226,0.9998601779243528,8.875
411,0.9986749775827868,6.625
615,0.9992903296008995,7.25
777,0.9796676466573412,3.875
270,1.4738981974494931e-05,-11.125
850,0.9998415637808975,8.75
325,0.991422514586288,4.75
193,0.9998415637808975,8.75
658,0.8933094060543487,2.125
307,0.9465966702001757,2.875
803,0.998498817743263,6.5
659,0.7981867777396212,1.375
35,0.9997694932780068,8.375
726,0.9999869928715335,11.25
137,0.9975273768433653,6.0
716,0.9994472213630764,7.5
397,0.9902915235185259,4.625
624,0.0002305067219931397,-8.375
673,0.9975273768433653,6.0
639,0.9992903296008995,7.25
574,0.9994472213630764,7.5
625,0.9902915235185259,4.625
199,0.9992903296008995,7.25
705,0.9991959140643708,7.125
161,0.9669140216112958,3.375
690,0.9996646498695336,8.0
93,0.9046505351008906,2.25
342,0.9626731126558706,3.25
169,0.9840936082881853,4.125
510,0.9998766054240137,9.0
548,0.9859363729567544,4.25
730,0.9991959140643708,7.125
449,3.288749065460498e-06,-12.625
187,0.9991959140643708,7.125
186,0.999704042886487,8.125
419,0.9975273768433653,6.0
356,0.9820137900379085,4.0
678,0.042087727915618836,-3.125
324,0.9859363729567544,4.25
830,0.020332353342658753,-3.875
675,0.9820137900379085,4.0
31,0.9988304897349445,6.75
629,0.9991959140643708,7.125
473,0.02931223075135632,-3.5
542,0.9989677689632452,6.875
1,0.34864513533394575,-0.625
534,0.9940889311437562,5.125
407,0.7057850278370112,0.875
839,0.9902915235185259,4.625
713,0.9999339478551454,9.625
547,0.6513548646660542,0.625
282,0.9820137900379085,4.0
153,0.24508501313237172,-1.125
122,0.009708476481474066,-4.625
185,0.9999546021312976,10.0
420,0.9999485577862579,9.875
21,0.995929862284104,5.5
395,0.9994472213630764,7.5
631,0.9933071490757153,5.0
425,1.63737686249047e-07,-15.625
367,0.9669140216112958,3.375
487,0.9875683491468141,4.375
674,1.8925148246037342e-05,-10.875
708,0.9998766054240137,9.0
756,5.715004470337245e-07,-14.375
648,0.34864513533394575,-0.625
472,0.998498817743263,6.5
408,0.0024726231566347743,-6.0
789,0.060086650174007626,-2.75
257,0.9994472213630764,7.5
296,1.275190428876251e-07,-15.875
556,5.715004470337245e-07,-14.375
780,0.9770226300899744,3.75
858,0.7981867777396212,1.375
854,0.995929862284104,5.5
682,0.9999852610180254,11.125
183,0.9999687980886061,10.375
376,0.9840936082881853,4.125
646,0.991422514586288,4.75
16,0.9996646498695336,8.0
14,0.999620015485248,7.875
300,0.9924227587321393,4.875
156,0.5926665999540697,0.375
702,0.0002611903190957194,-8.25
96,0.9465966702001757,2.875
62,0.9999151889582765,9.375
281,0.7981867777396212,1.375
89,0.9988304897349445,6.75
20,0.998498817743263,6.5
102,0.9992903296008995,7.25
820,0.9902915235185259,4.625
229,0.9999785550515792,10.75
636,0.9399133498259924,2.75
416,0.9796676466573412,3.875
345,0.991422514586288,4.75
718,0.999981074851754,10.875
656,0.9465966702001757,2.875
108,0.9770226300899744,3.75
727,0.14804719803168948,-1.75
736,0.999988521231873,11.375
498,0.9740426428022031,3.625
550,0.9525741268224334,3.0
824,0.8519528019683106,1.75
794,0.9241418199787566,2.5
816,0.09534946489910949,-2.25
844,0.999620015485248,7.875
818,0.5621765008857981,0.25
92,0.8933094060543487,2.125
276,0.9998204720306533,8.625
797,2.2603242979035746e-06,-13.0
341,0.9999485577862579,9.875
582,0.9933071490757153,5.0
344,0.9999898700090192,11.5
807,9.422445939071362e-07,-13.875
97,0.9890130573694068,4.5
752,0.8175744761936437,1.5
445,0.9933071490757153,5.0
230,0.999704042886487,8.125
568,0.9990889488055994,7.0
329,0.9796676466573412,3.875
840,0.8519528019683106,1.75
253,0.9999756997592568,10.625
214,0.9998911030899734,9.125
569,0.9998415637808975,8.75
354,0.9998204720306533,8.625
377,0.9924227587321393,4.875
744,0.9999852610180254,11.125
162,0.40733340004593027,-0.375
722,0.9968273171575148,5.75
699,0.9999339478551454,9.625
373,4.222833444659923e-06,-12.375
544,0.999620015485248,7.875
370,0.9986749775827868,6.625
623,0.9740426428022031,3.625
539,0.7981867777396212,1.375
125,0.08509904500702024,-2.375
687,0.9995694429186754,7.75
405,0.9986749775827868,6.625
798,0.9982992775885648,6.375
829,5.144221374220898e-05,-9.875
351,0.9890130573694068,4.5
602,7.889262586245034e-06,-11.75
795,0.9997388096809043,8.25
98,0.9953904278206259,5.375
617,0.9997965730219448,8.5
311,0.999620015485248,7.875
115,0.9626731126558706,3.25
47,0.9997694932780068,8.375
452,0.9971990730328789,5.875
172,0.9999546021312976,10.0
808,2.1024334103591293e-07,-15.375
34,0.9998415637808975,8.75
835,0.9986749775827868,6.625
87,0.9796676466573412,3.875
437,0.9988304897349445,6.75
12,0.14804719803168948,-1.75
750,0.9933071490757153,5.0
117,0.9399133498259924,2.75
268,0.9999957771665553,12.375
279,0.999704042886487,8.125
603,0.9964063974185798,5.625
691,0.999620015485248,7.875
747,8.481104172358075e-05,-9.375
210,0.9978172835546547,6.125
90,0.9980732653366725,6.25
242,0.9465966702001757,2.875
130,0.5621765008857981,0.25
845,0.9990889488055994,7.0
320,0.8670357598021706,1.875
179,0.9964063974185798,5.625
693,0.9875683491468141,4.375
496,0.995929862284104,5.5
237,0.03732688734412946,-3.25
729,2.7535691114583473e-05,-10.5
177,0.998498817743263,6.5
40,0.9995694429186754,7.75
723,0.9999898700090192,11.5
613,0.8519528019683106,1.75
292,0.991422514586288,4.75
753,0.9995121428772178,7.625
260,0.9998415637808975,8.75
627,0.9999038975845005,9.25
834,0.9998911030899734,9.125
165,0.7057850278370112,0.875
180,0.9998204720306533,8.625
664,0.34864513533394575,-0.625
611,0.9890130573694068,4.5
393,0.9993736658418905,7.375
83,0.0013250224172131609,-6.625
383,0.0011695102650555148,-6.75
313,0.9971990730328789,5.875
596,0.9999724643088853,10.5
838,0.9994472213630764,7.5
677,0.9964063974185798,5.625
133,0.00359360258142009,-5.625
774,0.9933071490757153,5.0
628,2.6995777745908016e-07,-15.125
517,0.9996646498695336,8.0
567,0.9994472213630764,7.5
11,0.9995121428772178,7.625
754,0.0004878571227822659,-7.625
561,0.9796676466573412,3.875
335,0.9998911030899734,9.125
688,0.9999038975845005,9.25
434,0.9324533088603709,2.625
458,0.8354835371034369,1.625
15,0.9978172835546547,6.125
740,0.9999417087343389,9.75
663,0.009708476481474066,-4.625
776,0.999620015485248,7.875
724,0.9999938558253978,12.0
52,0.9947798743064417,5.25
182,0.9998766054240137,9.0
540,0.8354835371034369,1.625
418,0.9998415637808975,8.75
109,0.9820137900379085,4.0
530,0.9992903296008995,7.25
810,0.40733340004593027,-0.375
174,0.9999485577862579,9.875
514,0.9990889488055994,7.0
489,0.995929862284104,5.5
572,0.991422514586288,4.75
66,0.991422514586288,4.75
796,0.9999417087343389,9.75
490,2.6995777745908016e-07,-15.125
598,0.9999546021312976,10.0
650,0.00017952796934677737,-8.625
173,0.9999599363077709,10.125
164,0.9902915235185259,4.625
158,0.9626731126558706,3.25
389,1.0129990980873921e-05,-11.5
264,0.9740426428022031,3.625
493,0.9988304897349445,6.75
644,0.8519528019683106,1.75
444,0.9953904278206259,5.375
470,0.9933071490757153,5.0
208,0.9995121428772178,7.625
323,0.0013250224172131609,-6.625
261,0.9998911030899734,9.125
735,0.9999756997592568,10.625
145,0.9991959140643708,7.125
507,0.998498817743263,6.5
103,0.9986749775827868,6.625
120,0.9740426428022031,3.625
642,1.067702870044147e-06,-13.75
503,0.9994472213630764,7.5
146,0.9626731126558706,3.25
154,0.8670357598021706,1.875
768,0.5621765008857981,0.25
74,0.9933071490757153,5.0
637,0.8354835371034369,1.625
431,0.9840936082881853,4.125
597,0.9999251537724895,9.5
398,2.7535691114583473e-05,-10.5
492,2.2603242979035746e-06,-13.0
655,0.7981867777396212,1.375
684,0.9999485577862579,9.875
456,0.9996646498695336,8.0
538,0.9875683491468141,4.375
280,0.9971990730328789,5.875
275,0.9988304897349445,6.75
3,0.9149009549929797,2.375
95,0.9046505351008906,2.25
363,0.999704042886487,8.125
563,0.9859363729567544,4.25
353,0.9978172835546547,6.125
394,0.7981867777396212,1.375
118,0.9324533088603709,2.625
616,0.9989677689632452,6.875
455,0.9995121428772178,7.625
73,0.999981074851754,10.875
113,0.9902915235185259,4.625
435,0.7549149868676283,1.125
595,0.9999417087343389,9.75
59,0.9988304897349445,6.75
605,0.9990889488055994,7.0
54,0.9924227587321393,4.875
116,0.991422514586288,4.75
791,0.11920292202211755,-2.0
505,0.9999687980886061,10.375
543,0.9933071490757153,5.0
48,0.998498817743263,6.5
686,0.9997388096809043,8.25
75,0.9964063974185798,5.625
369,0.43782349911420193,-0.25
336,0.9999646437492582,10.25
516,4.222833444659923e-06,-12.375
360,0.7772998611746911,1.25
446,0.000295957113513077,-8.125
731,0.9971990730328789,5.875
160,0.8670357598021706,1.875
720,0.9999546021312976,10.0
410,0.7772998611746911,1.25
163,0.9046505351008906,2.25
250,0.9999599363077709,10.125
634,0.9820137900379085,4.0
347,0.9940889311437562,5.125
36,0.9991959140643708,7.125
439,0.0024726231566347743,-6.0
518,0.9999151889582765,9.375
380,0.9994472213630764,7.5
127,0.022977369910025615,-3.75
200,0.998498817743263,6.5
589,0.8354835371034369,1.625
704,5.422218970016178e-06,-12.125
465,0.9770226300899744,3.75
669,0.9046505351008906,2.25
453,0.9998415637808975,8.75
620,0.679178699175393,0.75
94,0.9525741268224334,3.0
205,0.9999151889582765,9.375
330,0.5621765008857981,0.25
535,0.9964063974185798,5.625
4,0.9046505351008906,2.25
211,0.995929862284104,5.5
86,0.9875683491468141,4.375
601,0.9924227587321393,4.875
787,0.9626731126558706,3.25
148,0.9324533088603709,2.625
339,0.9840936082881853,4.125
856,0.9770226300899744,3.75
386,0.998498817743263,6.5
819,0.9324533088603709,2.625
782,0.998498817743263,6.5
825,0.9890130573694068,4.5
194,0.9999724643088853,10.5
69,0.9998415637808975,8.75
415,0.9982992775885648,6.375
478,0.9940889311437562,5.125
134,0.995929862284104,5.5
462,0.998498817743263,6.5
575,0.8175744761936437,1.5
438,0.9975273768433653,6.0
519,1.3709572068578448e-06,-13.5
140,0.998498817743263,6.5
72,0.9999417087343389,9.75
651,0.9995121428772178,7.625
459,0.8933094060543487,2.125
851,0.9999599363077709,10.125
432,0.6513548646660542,0.625
262,5.715004470337245e-07,-14.375
814,0.04742587317756678,-3.0
499,0.9890130573694068,4.5
332,0.9324533088603709,2.625
541,0.9046505351008906,2.25
521,0.9706877692486436,3.5
417,0.9995121428772178,7.625
497,0.9875683491468141,4.375
202,0.9999151889582765,9.375
283,0.9964063974185798,5.625
813,0.8807970779778823,2.0
545,0.9982992775885648,6.375
301,0.9986749775827868,6.625
828,0.9988304897349445,6.75
592,0.9999852610180254,11.125
85,0.00017952796934677737,-8.625
293,0.9978172835546547,6.125
362,0.9995121428772178,7.625
166,0.9840936082881853,4.125
271,0.7772998611746911,1.25
0,0.40733340004593027,-0.375
391,0.9840936082881853,4.125
10,0.9924227587321393,4.875
587,0.9902915235185259,4.625
594,0.16451646289656316,-1.625
621,0.9875683491468141,4.375
144,0.9990889488055994,7.0
189,0.9978172835546547,6.125
501,0.8354835371034369,1.625
817,0.08509904500702024,-2.375
317,0.9525741268224334,3.0
312,4.222833444659923e-06,-12.375
259,0.999981074851754,10.875
436,0.998498817743263,6.5
80,0.0013250224172131609,-6.625
758,4.450850519411503e-07,-14.625
387,0.9994472213630764,7.5
697,0.9525741268224334,3.0
619,0.9968273171575148,5.75
25,0.9975273768433653,6.0
220,0.9991959140643708,7.125
608,0.9953904278206259,5.375
809,0.3775406687981454,-0.5
390,0.9982992775885648,6.375
273,0.8354835371034369,1.625
441,0.9971990730328789,5.875
512,0.9986749775827868,6.625
536,0.9859363729567544,4.25
667,0.9980732653366725,6.25
41,0.998498817743263,6.5
79,0.9996646498695336,8.0
742,0.999620015485248,7.875
37,0.9993736658418905,7.375
846,0.9998911030899734,9.125
618,0.9989677689632452,6.875
197,0.9994472213630764,7.5
71,0.9999038975845005,9.25
424,0.9998766054240137,9.0
178,0.9971990730328789,5.875
649,0.8354835371034369,1.625
6,0.9996646498695336,8.0
537,0.9796676466573412,3.875
375,0.03732688734412946,-3.25
549,0.9940889311437562,5.125
167,0.9953904278206259,5.375
671,0.9971990730328789,5.875
196,0.9999546021312976,10.0
55,0.9947798743064417,5.25
781,1.670142184809518e-05,-11.0
139,0.9971990730328789,5.875
474,1.670142184809518e-05,-11.0
475,4.5397868702434395e-05,-10.0
155,0.9859363729567544,4.25
303,0.9992903296008995,7.25
289,0.991422514586288,4.75
502,0.8670357598021706,1.875
384,0.9579122720843811,3.125
772,1.3007128466476033e-05,-11.25
585,0.9859363729567544,4.25
712,0.9999724643088853,10.5
843,0.7549149868676283,1.125
661,0.5,0.0
374,0.9324533088603709,2.625
442,0.9968273171575148,5.75
612,0.9324533088603709,2.625
147,0.9770226300899744,3.75
837,0.9998911030899734,9.125
764,0.025957357197796852,-3.625
681,0.9999869928715335,11.25
288,0.9241418199787566,2.5
404,0.9997694932780068,8.375
788,0.9046505351008906,2.25
13,0.9820137900379085,4.0
27,0.9997388096809043,8.25
520,0.9953904278206259,5.375
640,0.9953904278206259,5.375
29,0.9995694429186754,7.75
319,0.022977369910025615,-3.75
151,0.9399133498259924,2.75
272,0.9991959140643708,7.125
64,0.9988304897349445,6.75
770,0.9996646498695336,8.0
638,0.8670357598021706,1.875
725,0.9999910603036951,11.625
775,0.9988304897349445,6.75
